Stars,Title,Date,Review Body
5,Awesome product,2021/7/2,"I bought this to use on my 5.9 cummins, but I also work with heavy equipment. I have used this to jump start a Dodge 5500 with the 6.7L and and a 7.7L Hino. All my co-workers were highly impressed and are looking into getting one for themselves. The only downside I saw is that when jumping equip of that size is that it drains the battery very rapidly and needs to be immediatly recharged. That being said it charges back up rather quickly. highly recommend and would purchase again"
5,Well worth the money.,2021/12/9,"Within the first 2 weeks of owning, I used this 3 times on one charge and it worked perfectly. I'm very pleased."
5,portable jump box,2021/6/1,"the jump box work as describe, it started a truck with a dead battery with no difficulties. i recommend this to anyone for peace of mind and service when needed."
5,BUY IT TODAY!!!,2021/7/8,"LOVE IT!!! Small, powerful, easy to use, and keeps a charge for many months. What more could you possibly want out of life!!! Buy it TODAY!!!"
5,Convenient and Easy,2022/3/23,I have a 2004 Ford Explorer with a bad alternator that I can’t afford to fix right now so I have to jump my car every 4-5 days. Super easy to use and uses about 2% charge for each jump. Well worth the purchase to relieve anxiety over your car not starting reliably.
5,Very impressive,2021/2/24,I was truly impressed with this battery backup/starter by Hulkman. From the moment you open it you can tell this is thoughtfully designed and engineer. Components seem high-quality and top notch. Have used it twice and have been extremely satisfied with the performance. Would highly recommend.
5,It Works!,2021/5/11,"I work at a car lot and use this jump pack all the time, 5+ times a week. I use it several times before having to charge it again. From slightly bad to completely bad batteries, I've gotten this to work EVERY time. Got it at a great price, but it was well worth it. I don't have to lug around the 20lb jump packs anymore, I just take the Hulkman around with me and it just works. And the charging is extremely quick."
5,NICE JUMPER,2022/2/18,"Convienient jumper unlike the 20 lb bboxes, strong as well and can charge phone with usb port"
5,Great product,2022/5/10,This works just like it said it would. My motorcycle battery was stone cold dead and it started my bike in 1 minute.
5,Excellent product,2022/1/6,"Beautifully engineered, simple to use, worked like a charm (every time so far).
Easily 5 stars!"
5,Power Plus,2021/7/24,"Fantastic.  I had a completely dead battery.  Hooked up the cables and the green light ""ready"" message came up in less than a minute.  Put the key in the ignition and started right up.  Nice that it arrived already 72% charged."
4,"Easy to use, just a little pricey",2022/1/28,"This thing would start a lawnmower, motorcycle, small car, and maybe a truck if it was close to going."
5,HULKMAN Alpha85 Jump Starter 2000 Amp,2022/5/3,"Got to use it last week on a John Deere riding mower battery, it worked!"
5,Works great once I figured it out!,2022/4/14,This works great but it took a bit to figure out. Read the directions and on the unit.
5,Fast charge !!,2022/2/15,"Great for all aspects of life . Start cars ,take on camping trips , fast charge !!! Highly recommend !! Going to get a even more powerful one for my camping trips !!!"
5,Good looking!,2021/3/1,First of all it jump starter for an automobile so its not at all warm but it is very thick and heavy. Shipped and arrived quick and charged very fast have not had to use it yet
5,Awesome,2021/10/10,"Been on a couple trips where I leave my raptor for a few days with my Cobb tuner plugged in and it drains the battery if I don’t unplug it . This bad boy jumps the truck no problem, and multiple times on the same charge. Charges fast and keeps the charge. Great investment"
5,Great device,2022/3/10,So far it’s help me with my dead battery as I live in a cold state my car wouldn’t start after overnight freezing temperatures. My only negative is that it doesn’t come with a carrying case like other similar models I have that make it reasonable to keep organized in your car.
5,A nice device,2021/6/19,A nice device that weights a lot less than the jump box it replaced. Easy to use and holds a good charge with a display to show charge level.
5,And amazing little Jump pack,2021/2/3,Does more than advertised I have jumped started a 6.6 liter Duramax and it started like it had a brand new battery on it
5,Great product to have in your car,2022/3/21,Great product to have in your car. I love how light weight snd easy to use.
5,EVERYONE SHOULD OWN ONE,2021/9/9,Exactly as described. Heavy duty and does the job. Fast USB-c charging. Great for emergenies. Also great for when u lose power at home.
5,Great and as advertised,2022/1/13,The unit arrived at 79% and reached 100% within minutes of charging. First try and worked perfectly. Now have it charged and the unit in our vehicle if needed.
5,Excellent Jumpstarter,2021/2/17,"I bought this to keep in my motorcycle and thankfully haven’t had to use it on my bike yet. However, it did help a buddy in need.
Only thing I’m waiting on is the official case to buy."
5,Great Jump Starter!,2022/3/28,"Would prefer for the battery cables to be a little bit longer.  That said, the HULKMAN was SUPERB!  It started my Chevy Silverado truck instantly - previous starting efforts using another jump starter and also traditional cables connected to another vehicle did NOT work nearly as well.  HULKMAN was instantaneous."
5,Useful,2022/2/15,Bought it for my husband.  Works well.  He doesn't need to call AAA every time his battery dies.He recommended this to his friends.
5,Great to have,2022/2/22,"Had to order this late one night because I got in my car and the battery was dead. Came in, plugged it in to charge and was done in about an hour. Jump started my car and was out the door with little loss time."
5,Off to a good start!,2021/8/22,Jumped two vehicles already. 2nd day of ownership. V8 and V6. The ready light is a great feature. It let's you know that you are hooked up.
5,Works great,2022/3/8,Quick charge is awesome feature. Also love the ports and LED lights. It worked first time for jump.
4,Very happy with this,2020/12/19,"Seems very well built, as long as it works better than the noco gb70 I got rid of and replaced with this, I will be extremely happy. Only giving a 4 star rating due to the fact that a case is not available."
